,location_type,latitude,longitude,customer_id,location_id
95,Home,-0.5041011420600048,0.6623508957299314,24835,95
96,,-0.2462948452693153,0.7793783784931765,15920,96
97,Home,0.5844895071731114,0.4784483208113527,17988,97
98,Home,-0.4348522744038689,0.7342510517568136,17988,98
99,,-0.5159577195298485,0.1727243079380687,30714,99
100,Home,0.0286940384615248,-78.59430020454586,5237,100
101,,-0.0380041266731398,-0.0039307626818282,5237,101
102,Home,-0.1250715384615648,-78.57612790909131,13953,102
103,Work,-0.1233439967115028,0.6060284359272862,13953,103
104,Home,-0.0953202167500302,-0.0043172832227191,7626,104
105,Work,-0.5008932990961642,0.6709408224977347,21924,105
106,Home,-0.2847765454870631,0.7310796806543257,21924,106
107,Other,-0.447109038461512,-78.53806893181859,16226,107
108,,-0.1290276041680408,0.0031881244345106,33384,108
113,,1.6297508846154043,0.5833596590909126,25767,113
115,,-0.2919848133328578,0.0466574362733111,28258,115
116,,0.1000437132315712,0.8720912587913606,28258,116
117,Home,-0.2148235446774337,0.2697890326380866,3581,117
118,,-0.5936886976613802,0.2215008884668323,3581,118
119,,-0.863635637976558,-78.48884306096681,19748,119
120,Other,-0.8667214655158311,0.103570665330111,19748,120
121,Home,-0.0078828846154212,-78.58997747727312,66,121
122,Home,-0.2694286538461876,-78.55906752272767,66,122
123,Home,0.1377732692307532,-78.60719138636404,66,123
124,,-0.239492706980787,0.8588288254863498,66,124
125,,-0.2397890384615764,0.6618158181818116,66,125
126,,-0.4352172816397923,0.645123798738842,66,126
127,Work,-1.1592115107884609,-0.1413913232477372,23598,127
128,,-0.2770903909310302,0.1404859843579335,7813,128
129,,0.0101865210828496,0.526299653405508,7813,129
130,Home,-0.552956153846177,-78.52555972727313,18290,130
131,Home,-0.556749354904048,0.0881425230340651,27752,131
132,Work,1.9368832692307516,-78.81981347727313,13592,132
133,Home,0.5503792307692011,-78.65595390909131,9733,133
134,Home,-0.1269849999999779,-78.57590177272769,9733,134
135,,0.5453091308461909,0.5304979145409139,9733,135
136,,-1.11815934501885,-0.1166274978870589,25457,136
137,Home,-0.7132542474578767,0.2161487417163125,5790,137
138,Home,-0.2536988461538443,-78.5609265000004,17109,138
139,Home,-0.497748846153829,-78.53208422727315,17109,139
140,Other,0.1948560625192601,0.5407927259795379,22771,140
141,,19.77568492141993,3.017372020874052,32954,141
142,Home,-0.3670099999999995,-78.5475351818186,16415,142
143,Home,-0.0665621168957337,0.4270083904266502,16415,143
144,,-0.1405078030748333,0.174783970144659,28190,144
145,Other,0.0468082692307669,-78.59644097727313,6962,145
146,,-0.1291159615384867,-78.57564993181859,6962,146
147,,0.0125343279038067,0.0001563500704581,6962,147
148,,-0.5510128846153812,-78.52578938636404,9743,148
149,Home,-0.7294105769230607,-78.50470602272767,9743,149
150,Work,-0.3963828846153783,-78.54406384090949,19371,150
151,Home,0.0070115384615586,-78.59173772727314,1855,151
152,Other,0.008151456853033,0.5115596489827398,1855,152
153,Home,0.1355359615384809,-78.60692697727315,3289,153
154,,-0.1173937311795834,0.8694296235388144,3289,154
156,,-0.0527181091129185,-78.58467876892342,4149,156
157,,-0.6091129135110208,0.0760588666254789,32674,157
158,,0.1460105645167633,0.186235935850574,34618,158
159,Work,-0.1592848763117582,0.6584068292921235,34162,159
160,,-0.6262000860961904,0.0831065263409192,233,160
161,,-0.1504103927878486,0.141707456247386,7058,161
162,,0.3456472374966833,0.2611091909083428,7058,162
163,,0.6424515111174195,0.5626870190555874,4013,163
164,Home,-1.031304678096115,-0.091190933172734,23465,164
168,Work,-0.3027168461538479,0.6630483954545436,22356,168
169,Other,126.37213217362256,-9.325537911120078,26341,169
170,,3.0108837203431573,-78.94674080331369,8505,170
171,,3.0033544847115428,0.6273635216613598,8505,171
172,Home,19.630294621701324,3.051279404623954,31332,172
173,Home,0.558876093022106,0.5324897484604687,27111,173
174,,0.069960962980791,-0.0096232335681699,23305,174
175,,-0.6724040384615536,-78.51144315909133,13627,175
176,,0.4944615384615158,-78.64934545454585,4712,176
177,Home,-0.0510814032138343,0.4405063024976182,4712,177
178,,-1.8775270963447144,-0.145792584527611,30844,178
179,,-0.4936564376654337,0.7313789163123476,29180,179
180,Home,0.0290830332302972,-0.0569451729005075,28420,180
181,Home,2.2987442307692314,-78.86257886363677,15179,181
182,,2.24147923607688,0.6812082575000005,15179,182
183,Home,-0.7258276583461902,0.2218981332977206,22629,183
184,Home,-0.1499096153846454,-78.5731925000004,14499,184
185,Home,0.0194678846153507,-78.5932098409095,14499,185
186,,-0.2474562916923864,0.4708874630318109,14499,186
189,,0.7938384828884871,0.5214755097713688,32209,189
190,Work,-0.8314037138929637,0.1139869784767106,27903,190
191,,126.63006797890648,-9.343571161004682,34044,191
192,Other,-0.1601578846153549,-78.5719813409095,9686,192
193,,-0.1763840580769714,0.7571039215499851,9686,193
194,Home,-0.489377636903867,0.7367288907045418,9686,194
195,Home,1.5157206214914836,0.3933740989728389,9686,195
196,Home,0.3974937499062778,0.5340967817921046,9686,196
197,Work,-0.5908235992933214,0.7909734858707951,9686,197
198,Work,0.0573271153845999,-78.59768411363676,10405,198
199,,-0.0619990206153481,-0.0079855705931952,10405,199
200,,-0.9105780852442796,-78.4832953171988,19741,200
201,Home,0.0627326923077043,-78.59832295454586,14764,201
202,Home,0.0624346153846284,-0.015434999999994,14764,202
203,Work,-1.7659851923077132,-78.3822017500004,5944,203
204,,0.296286538461513,-78.62592477272769,15776,204
205,,0.2910547928076508,0.4184969487522774,15776,205
206,Home,-0.0555640384615115,-78.5843424318186,14820,206
207,Work,1.0871648679614712,0.7690000382272552,21520,207
208,Work,1.1368574999999814,0.7325936590909075,21520,208
209,Work,-1.3566923076922937,-78.43057272727314,13683,209
210,,-1.3713094540715347,0.0927678096023438,13683,210
211,Home,-0.1102861809423325,0.435369719997734,19628,211
212,Work,-0.6823515384615454,-78.51026754545495,19519,212
213,,-0.6821566057115354,0.0901473218750069,19519,213
214,Home,-0.0642465384615735,-78.58331631818223,13942,214
215,,-0.3758543047473032,-78.546489945803,1716,215
216,,-0.3419032395769231,0.050410478693182,20650,216
217,Other,2.10899038461541,-78.84015340909131,14519,217
218,Work,-0.5768865384616161,0.7676572727272855,23677,218
219,,-0.1631228846154062,-78.57163093181859,6740,219
220,,-0.815917725421297,0.1687882826624534,25800,220
221,Home,-0.0889144454204488,-0.0076504383574871,2557,221
222,,-0.2549271153846471,0.6295930909090977,26745,222
223,Work,-1.0472992609295526,-0.0701057636724207,27991,223
224,Home,-0.1173761708269584,-0.0018741548045527,22549,224
225,Home,0.5923417307692366,-78.66091311363678,1858,225
226,Work,0.591174176820125,0.5588976368307896,1858,226
227,Home,-1.7126455769231164,-78.38850552272768,17432,227
228,Home,-1.717581776634661,-0.1104161861681815,17432,228
229,Home,-0.0232808754889566,0.6531452800740052,34014,229
230,,-1.0142384615384912,-78.47104454545496,10984,230
231,Other,-0.8593420906980946,-0.1000341329137818,17767,231
232,,0.6594909615384541,-78.66884893181859,15143,232
233,Other,0.6595268382122569,0.5505703808401721,15143,233
234,Home,-0.0314619230769118,-78.58719086363678,11053,234
235,Home,0.6668080183538082,0.5256313871253608,11053,235
236,Other,-0.0428086756419326,0.8036768577713305,11053,236
237,Home,0.7290353846154111,-78.67706781818224,9327,237
238,Home,-0.2349888461538668,-78.5631376818186,9327,238
239,,0.7287789816538476,0.5216179794886369,9327,239
240,,-0.2372949687884648,0.1290022449522584,9327,240
241,Home,-0.9750603199807266,0.1109359657227386,9327,241
242,Work,-0.1883277547308187,0.6071910791272633,23352,242
243,Home,0.0470526923076905,0.5799843636363695,21956,243
244,Home,-0.0543436538461309,-78.58448665909133,3520,244
245,Home,-0.0546481191923306,0.5256094939954499,3520,245
247,,-1.1709542916851143,-0.2008083489808056,22426,247
248,,0.1241921153846403,-78.6055863409095,2205,248
249,,0.1256742606730554,0.6016987235931864,2205,249
250,Home,-0.0855885385769099,0.4464675247681776,2205,250
251,Work,0.2182830523779142,0.56807316886729,2205,251
252,,-0.7515519230769198,0.2294904545454245,20561,252
253,Work,-0.5771952336730259,0.2478295442681706,20561,253
254,Work,-0.4227644220961803,0.1690441978886276,20561,254
255,Work,-0.4805440120091895,0.0723372101346152,20561,255
256,,0.2135384615384547,0.5490970454545514,20561,256
257,Home,0.6375459581030207,0.4179208834063067,19886,257
258,,13.251645548436557,-1.3932483738118902,30804,258
259,Work,-0.1167078846153584,-78.5771163409095,4400,259
260,Home,-0.1195595967188076,-0.001825141219992,4400,260
261,Home,1.9706433484484036,0.694513846314012,28088,261
262,,-0.2307025000000232,-78.56364425000041,17575,262
263,,-0.233521827230706,0.0977928791909029,17575,263
264,Home,-0.8363499673462108,0.0879572580795441,17575,264
265,Other,0.7382721153846491,-78.6781594318186,8297,265
266,,0.7360561227026463,0.4032198820345577,8297,266
267,,-0.1532430648845983,0.4351666423613622,18854,267
268,,0.2105224736974454,0.5869195336038368,20532,268
269,,-1.240521321177136,-0.0507393132232765,25282,269
270,,-0.3697094704357659,0.0219574706927553,25282,270
271,,0.2125034755422659,-78.61602313801905,12420,271
272,Work,0.1153253252252402,0.5841356863162127,12420,272
273,,-0.3469947476786162,0.6412429775704032,31971,273
274,Home,-1.397147884615409,-78.42579161363676,18295,274
275,Home,-1.187768076923062,-78.45053650000042,18295,275
276,Work,-0.3044332692307482,-78.55493061363677,17874,276
277,Other,-0.3055734599231053,0.6919733035295427,17874,277
278,Work,-0.2087424697877071,0.855534604578495,17874,278
279,Home,0.0523641089230048,-0.0050581443045352,22848,279
280,Other,0.0331934615384484,-78.59483195454587,9502,280
281,Other,-0.1279949999999886,-78.57578240909132,9502,281
282,,-0.1315038955576917,-0.040103882772707,9502,282
283,Other,-1.0059350000000382,-78.47202586363677,16598,283
284,,0.4207884615384741,-78.64063863636406,4906,284
285,Home,0.420166944230769,0.555037285595461,4906,285
286,Work,2.122534615384619,-78.8417540909095,18266,286
287,Home,2.1028075964807456,0.6994640581181958,18266,287
288,Home,-0.0631954639807889,-0.0085410154454573,4530,288
289,,1.8247189277683196,0.767205456441083,29466,289
290,Other,-1.4489077254224592,-0.0454551076347218,6742,290
291,Home,0.9467089678269084,0.4330365027886229,22948,291
292,,1.0988461538461702,0.3986990909091069,13982,292
293,Work,-0.2827326755367177,0.3790882880037623,20909,293
294,Other,126.49171198510572,-9.34231616150256,29851,294
295,,0.4046318059678568,0.587692522189833,24599,295
296,Home,-0.9877474999999768,-78.47417529545497,3904,296
297,,-0.993365885115414,0.0922923272181791,3904,297
298,,-0.194398455317146,0.0816640738736464,3904,298
299,Home,-0.5883240928870948,0.2482319455255205,8811,299
300,Home,0.2121751923076867,-78.61598434090949,14321,300
301,,0.2236047922426974,0.5069603168151421,14321,301
302,Home,0.0112539594615632,0.5789343918136387,21877,302
303,Work,2.4005021760701224,0.6930138737386283,9889,303
304,Home,-0.8970071153846072,-78.48489915909133,3426,304
305,,-0.8943345974635907,0.0788386105136403,3426,305
306,,126.45413975543867,-9.237766397270342,26307,306
307,Home,-0.9123461538461648,-78.48308636363677,4819,307
308,Home,0.0148846153846122,-78.5926681818186,4819,308
309,Other,-0.2175571153845931,-78.56519779545496,4819,309
310,Home,1.041821334288505,0.3946912015931811,23192,310
312,,-0.0747514941886147,0.52268248119139,31772,312
313,,0.0202433714083539,0.447858755561453,27125,313
314,,-0.1932286013955143,0.0852370505983144,27125,314
315,,-1.7130782194615266,-0.1051098744977487,31820,315
316,,-0.2864961538461553,0.1057409090909097,4459,316
317,,0.0156817398540865,0.4306324205615287,4459,317
318,,-0.0872571463663543,0.8476083216287005,25344,318
319,,-0.6289852607552306,0.162639354440312,25344,319
320,,0.2773093600143742,0.857992135665634,25344,320
321,Home,0.1125177303591074,0.848848241296682,29438,321
322,Other,-0.1050035088174301,0.8711311498826206,29438,322
323,,-0.5722328715509869,0.8378877599130821,29438,323
324,,-0.5654865360477572,0.1513245471499152,27195,324
325,,-15.612254931212084,-3.3158968878326345,33195,325
326,,-0.0236944881355848,-0.0611140267415683,34023,326
327,Home,0.049935703130585,0.8292139813058997,13062,327
328,Home,-0.0021156349744226,0.4743135659531938,13062,328
329,Home,0.0200880276922752,0.0007342507681781,23259,329
330,Home,1.2277313461538557,-78.73600461363678,15691,330
331,Work,1.2237853215961467,0.4059492398272615,15691,331
332,,0.06496557054461,-78.59858684015569,19765,332
333,,0.0794495151346285,-5.282974771990818e-05,19765,333
334,Home,-0.8373755407118613,-0.1101161566647822,24631,334
335,Other,1.0486820621388169,0.4881238944151171,6833,335
336,,-0.0583468496923294,-0.008223344140923,23306,336
337,Home,-0.1002573076923221,-78.5790605000004,2374,337
338,Home,-0.5053063461538618,-78.53119106818222,2374,338
339,Work,-0.5761300366454172,-0.1393956018722333,2374,339
340,Work,-0.1002979312674584,0.6190777646582937,2374,340
341,,0.6162571504125082,0.5415577651424669,1736,341
342,,-0.0768817307692521,-78.58182306818223,1966,342
343,,-0.431768570873462,-78.5398818961699,19423,343
344,Home,1.0249721153846414,-78.71204215909133,6171,344
345,,0.1618840384615396,-78.6100408409095,15110,345
346,,0.5997715384615332,-78.66179118181859,15110,346
347,,-0.4288605083845951,0.7372196281477246,15110,347
348,,126.77809000000109,-9.45147415909101,33210,348
349,,-1.6573459615384751,-78.39504093181858,19396,349
350,Home,-0.0638855769231023,-78.58335897727314,10616,350
351,,-0.0345958493846403,-0.0073938218681846,10616,351
352,,0.3141849018971058,0.5578938975871007,26361,352
353,Other,-0.8919151923077147,-78.48550093181858,10773,353
354,,-0.8979959544615528,-0.1388275415295491,10773,354
355,Other,125.74736294593508,-9.120738265189308,30447,355
356,Home,-0.730607063932086,0.7981407750736585,26776,356
357,,-0.222931420903838,0.8559961052272781,19086,357
358,Home,0.2640957692307777,-78.62212040909131,134,358
359,Home,-0.1600176923076777,-78.57199790909132,134,359
360,,0.0223828430996503,-78.59355433600311,134,360
361,,0.025996300392487,0.4470724082343535,134,361
362,Home,-0.1555463830911219,0.6351393072893333,134,362
363,Home,13.025541958678357,-1.4560844539241633,29668,363
364,,-0.7250071317570892,-0.1547269313172907,34164,364
365,Work,3.20216307692313,-78.96934654545497,18269,365
366,,1.0522583770887084,-78.71526689911089,20055,366
367,Home,1.073988293631367,0.4159351343458493,20055,367
368,Home,-0.7210357692308024,-78.50569577272768,15962,368
369,Home,-0.6792738863057194,0.7394331632690158,15962,369
370,,0.4577728752692212,0.0108072744181827,17886,370
371,Home,0.0461044230768941,-78.59635779545495,14137,371
372,,0.0488185461917307,0.5733616551294541,14137,372
373,Home,-1.425743269230816,-78.42241215909132,17989,373
374,,-0.2179903935896339,-78.56514658984891,3369,374
375,,-0.146655576923053,-78.57357706818223,13615,375
376,Other,0.5613749999999965,-78.65725340909133,13615,376
377,Home,0.1902749999999848,-78.61339613636403,13615,377
378,Home,-0.1477872553076967,0.4331464146022855,13615,378
379,,0.1858326923076881,0.5424738636363712,13615,379
380,Home,-0.418004423076963,-78.54150856818221,13364,380
381,Home,-0.4159991757740569,0.1349668821150736,13364,381
382,Work,-0.2748844230769013,-78.5584227500004,18736,382
383,,-0.2762358139231027,0.7424878908727166,18736,383
384,Other,0.0453974904062014,0.0016496642069182,27569,384
385,,-0.1368340866233081,-78.5747377897631,3862,385
386,,-0.1346067840961424,0.0009609395409009,3862,386
387,Other,-0.7258196660192533,0.7954914316749986,22751,387
388,,-0.6597622787023352,0.7567638910629372,22751,388
389,,0.0829238259120954,-78.60070917942639,19347,389
390,,-0.456881045146376,0.0681166323748466,28790,390
391,Work,-0.4780946153846545,-78.53440700000041,480,391
392,Other,0.0375590384615195,-78.59534788636404,480,392
393,,-0.7776369183268824,0.7859622956272627,480,393
394,,0.0378927294230146,0.632030696909105,480,394
395,Home,0.1420455286706477,0.5180617665702796,480,395
396,Home,-0.1239730769230837,0.5985688636363629,23202,396
397,Other,0.0171267404736225,0.3502279094903686,23202,397
398,Other,-0.1030716617351263,0.5643283212965982,23202,398
399,Other,-0.1019563050526263,0.5006520742542775,23202,399
400,,0.6662324002939928,0.4265662236366638,21991,400
401,Other,-1.058069203126557,0.0993376977064197,25378,401
402,Other,-1.6690001716026823,-0.0173767162079034,25378,402
403,Work,-0.5207307136154221,0.1564238764477248,22254,403
404,Work,125.60341456816612,-9.116475608947766,27032,404
405,,-0.356092307692319,0.0221965909091021,26436,405
406,,0.2512788461538626,-78.6206056818186,16590,406
407,Work,0.2175997408269142,0.3165213608409041,16590,407
408,Work,0.2872535115595193,0.4842736475633647,16590,408
409,Home,14.004984473559166,-1.4704754196784828,28220,409
410,,13.804574233863194,-1.436256680976256,28220,410
411,Home,0.0433334615384489,0.4880796818181881,24564,411
412,Other,0.4222255769230493,-78.64080847727314,12515,412
413,Home,0.4195198879456354,0.4933849081876082,12515,413
414,Home,0.8056452609896678,0.5171629816215749,25401,414
415,,-0.3363071634748574,0.6295380307869471,33540,415
416,,1.0501341047410078,0.3982005766962636,26247,416
417,Other,-0.8039776923076902,-78.49589354545496,17171,417
418,Home,0.2180426923076739,-78.61667777272767,13299,418
419,,-0.6238769230768993,-78.5171781818186,14489,419
420,,0.1460673076923233,-78.6081715909095,14489,420
421,,-0.6209245948846562,0.7537191826863651,14489,421
422,,0.1471596649999743,0.4644392651545354,14489,422
423,,-1.8445862228144163,0.0267313664609698,14489,423
424,Other,0.3078142307692439,-78.62728713636405,1591,424
425,Home,0.1725154710656207,0.2788137753594114,1591,425
426,Home,-0.7802155769230738,-78.49870179545496,13197,426
427,,-0.9690299999999936,-78.47638736363676,13197,427
428,Home,-0.9674890041314428,0.0895506250293276,13197,428
429,Home,-0.0705211538461785,-78.58257477272767,8732,429
430,Work,0.0291606800946883,0.0008731610295888,8732,430
431,Other,-0.0704618236840619,0.1604638695716827,8732,431
432,Home,2.222143995378849,0.7184052541851834,11416,432
433,Home,-0.122896831536939,0.0937898570271373,8547,433
434,,-0.6262737933594575,0.7549953094937585,32523,434
435,Home,-1.6595192307692397,-78.39478409090951,7417,435
436,Home,-1.0520034615385014,-78.4665814090913,7417,436
437,Home,-96.41057692307766,43.558318181818414,7417,437
438,Home,-1.6615997475930182,-0.0592578161846549,7417,438
439,,-0.2424634600648646,-78.56225431835638,20039,439
440,,12.48544343251302,-1.4970978681336866,34341,440
441,Home,-0.3647449999999982,-78.54780286363678,13361,441
442,Home,-0.5893957692307958,-78.52125322727314,13361,442
443,Home,0.0438423076923112,-78.59609045454586,13361,443
444,,-0.6480959506154399,0.7337538525000012,13361,444
445,Home,-0.3613429835999901,0.692316580687547,13361,445
446,Home,-0.9709779490467088,-0.0612169999067388,24388,446
447,Other,-0.7186980769231064,-78.50597204545494,1524,447
448,Home,-0.7196329257884343,0.7221298349113656,1524,448
449,,1.0234884615384348,-78.71186681818222,4583,449
450,,0.6497684615384954,-78.66769990909133,4583,450
451,Home,0.4212846153846187,-78.64069727272768,4583,451
452,,-0.5022698076922969,0.6982466818181786,4583,452
453,Other,1.0131153846154075,0.5067440909090974,4583,453
454,,0.3155496153846222,-78.62820131818224,10362,454
455,,-0.270425192307716,-78.55894975000041,10362,455
456,,-0.9734863461538288,-78.47586070454587,10362,456
457,,-0.2677066477884404,0.142668517768192,10362,457
458,,0.0468510835227761,0.5151943936943996,31226,458
459,,2.266156356490848,0.6917210844430215,27053,459
460,,126.2834234862202,-9.484248451888616,30640,460
461,Work,-0.0219728846153965,-78.58831229545494,382,461
462,Home,-0.7019175000000261,-78.50795520454585,15677,462
463,,0.4575359615384681,-78.64498152272769,7867,463
464,Home,-0.3609257692307493,-78.54825422727315,9689,464
465,,-0.3629677950576767,0.1595773195545428,9689,465
467,Home,-0.3167929003077042,0.6288027092814601,25559,467
468,Home,0.2592146696333114,0.5523795641281378,16357,468
469,,0.5323961538461698,-78.65382863636404,339,469
470,,0.5381537016922454,0.5160824945590868,339,470
475,,-0.0077696687432567,-78.58999085733075,4376,475
476,,-0.0075234328654152,-0.0663278709181857,4376,476
477,Home,0.097598461538477,-78.60244345454586,19189,477
478,,0.106487251019216,0.5824755916431874,19189,478
479,,-0.3223244230769028,-78.55281620454586,9899,479
480,Work,-96.4075384615392,-67.19729090909127,9899,480
481,Work,-0.3668868857484881,0.8403032720089125,3178,481
482,,1.8585182731106824,0.7022571367296303,34500,482
483,Home,-0.0463046153846167,-78.58543672727313,11154,483
484,Work,0.0635460245768622,-0.007182894147723,11154,484
485,,0.9716358700090004,0.4257335791533465,34592,485
486,Home,-0.6600019230769019,-78.51290886363678,363,486
487,Home,-0.1077273076922889,-78.57817768181859,363,487
488,,-0.6572975205192109,0.7562375929750145,363,488
489,,-0.0035673076923195,0.4865404545454371,363,489
490,,-0.0090442307692293,0.4622620454545406,363,490
491,,0.0519831263599689,-78.5970525512975,6361,491
492,Home,-0.2358629271690924,0.5231922533024268,31136,492
493,,0.0846684344581339,0.8308888707648628,31216,493
494,Other,-1.4791946153845963,-78.41609518181859,18490,494
495,,-1.4827626446346356,-0.0334893692408498,18490,495
496,Home,-0.2740884615385118,0.160842954545454,23615,496
497,Home,0.6050261538461883,-78.66241218181861,4888,497
498,,0.603936930269214,0.5588327883659129,4888,498
499,,-0.0622428891593734,0.86682742359965,32865,499
500,Other,-96.4075384615392,-67.19729090909127,14094,500
501,,0.0466921746753961,-78.5964272570075,5927,501
502,,0.0524769911922803,-0.0049510931341019,5927,502
503,Home,1.2166421153846545,-78.73469406818224,6903,503
504,,-0.0676611257825695,0.1444894861091397,30709,504
505,Home,0.2383590384615221,-78.61907879545497,14375,505
506,,-0.6291565734121456,0.064283816651877,32463,506
507,Home,-0.0033378846154072,-78.59051461363676,17817,507
508,Work,-0.0835023348077209,0.4491784785159025,17817,508
509,Other,-0.3122911538461506,-78.55400195454587,14702,509
510,Other,-0.3131948861566073,0.0943893268704542,14702,510
511,,-0.2751997796528311,-0.020607336678276,14053,511
512,,0.069027345747217,-0.0097421041943849,34532,512
513,Work,2.1055226187825635,0.7230328267270867,24543,513
514,,20.94054582345209,2.8823312879527974,31581,514
515,,0.4315399999999857,-78.64190927272769,335,515
516,,-0.1264634615384662,-78.57596340909132,335,516
517,,0.4321536814999274,0.9293091778045288,335,517
518,Home,-0.2403655861806132,0.8562519256150363,335,518
519,Home,125.2250710590527,-9.11821683631707,26821,519
520,,0.2923607900947184,0.9064197242259988,30775,520
521,Home,0.655353752031984,0.5213299468159825,2279,521
522,,-1.1115740471370803,0.1151909245686064,30996,522
523,,0.1571596153845828,0.2339952272727281,20453,523
524,,-1.0315019230770104,0.1545999999999873,20453,524
525,,-0.6731853376154059,0.2146349064249921,20453,525
