,customer_id,vendor_id
633,4015,80
634,12192,24
635,17198,47
636,22712,14
637,306,81
638,2296,54
639,21041,24
640,15582,81
641,25551,27
642,22183,20
643,14281,35
644,25567,18
645,23517,86
646,25571,74
647,11744,56
648,4142,79
649,6458,73
650,6539,14
651,6366,18
652,7844,8
653,16248,43
654,5344,87
655,22349,85
656,25595,34
657,659,21
658,9938,18
659,10407,54
660,1131,52
661,3460,30
662,25606,27
663,2517,73
664,22143,79
665,15225,21
666,4845,73
667,10261,86
668,22993,14
669,20581,79
670,1472,18
671,20636,14
672,16248,48
673,5351,14
674,23313,79
675,660,90
676,3894,87
677,5582,81
678,16318,18
679,4485,86
680,20195,54
681,6458,89
682,16777,0
683,7844,10
684,18461,85
685,3880,58
686,20237,52
687,5680,27
688,7096,10
689,21223,51
690,3599,27
691,4279,24
692,3605,24
693,21826,24
694,7032,14
695,18682,90
696,23137,85
697,4279,24
698,25249,82
699,25779,41
700,25684,14
701,23517,84
702,2299,70
703,8220,24
704,22981,14
705,20636,14
706,10111,89
707,17043,63
708,3214,88
709,4187,27
710,23160,43
711,2641,71
712,25815,27
713,25782,85
714,25567,24
715,10111,89
716,22712,14
717,18972,74
718,19511,74
719,6775,87
720,23880,14
721,25875,24
722,9242,82
723,25885,5
724,17594,18
725,13490,34
726,25916,14
727,1465,1
728,18522,27
729,9648,27
730,23160,43
731,2940,4
732,25951,27
733,12913,27
734,22712,14
735,17198,47
736,15124,63
737,18920,21
738,25436,64
739,5165,81
740,18311,10
741,21350,14
742,9670,23
743,9670,28
744,26031,74
745,26032,27
746,1036,2
747,3619,18
748,25991,8
749,10952,25
750,18682,68
751,22620,34
752,11021,27
753,11442,42
754,23517,86
755,7894,25
756,20821,61
757,2127,42
758,18480,87
759,25567,33
760,9695,42
761,16170,54
762,20637,6
763,20636,14
764,26163,89
765,7844,14
766,3499,77
767,25661,34
768,10405,18
769,12941,12
770,17629,77
771,15961,48
772,19885,25
773,14503,43
774,6775,41
775,11297,2
776,18522,11
777,9695,42
778,26233,24
779,26163,89
780,4446,64
781,2517,73
782,23313,7
783,26256,20
784,18920,24
785,6458,20
786,15897,89
787,16657,82
788,3913,78
789,15972,82
790,23517,10
791,24341,27
792,18719,18
793,20546,73
794,26284,52
795,26163,88
796,26317,74
797,17996,74
798,17996,18
799,6218,82
800,24562,80
801,4037,24
802,1777,8
803,8436,80
804,26234,63
805,22143,79
806,9670,35
807,26163,89
808,26405,74
809,1947,42
810,22712,14
811,21079,14
812,15972,82
813,12989,41
814,6778,23
815,13809,48
816,17331,5
817,9695,42
818,9670,66
819,23517,49
820,26449,14
821,7844,27
822,26454,27
823,22712,14
824,25567,33
825,25074,82
826,15415,38
827,7786,87
828,26497,12
829,14084,88
830,26031,20
831,25460,54
832,9695,42
833,24562,44
834,26538,24
835,12587,51
836,26562,74
837,9853,27
838,3499,77
839,2612,79
840,21518,20
841,977,89
842,7280,24
843,25120,20
844,9670,66
845,26454,27
846,1654,86
847,186,18
848,25557,24
849,23160,43
850,13809,82
851,23469,14
852,15972,82
853,21065,49
854,11876,87
855,26084,74
856,26637,42
857,7475,67
858,7214,31
859,24905,24
860,7844,14
861,23756,27
862,20195,36
863,18920,24
864,18719,18
865,14432,22
866,17594,33
867,22712,14
868,25567,21
869,26637,81
870,3499,77
871,16777,0
872,26726,14
873,9241,63
874,8771,6
875,26163,89
876,5784,2
877,7205,20
878,24467,79
879,12176,14
880,186,18
881,25074,82
882,26507,90
883,19656,74
884,11413,43
885,21141,0
886,316,88
887,1396,14
888,9670,2
889,17,85
890,18894,23
891,20237,20
892,17996,18
893,19656,74
894,21048,80
895,5784,40
896,13790,16
897,9695,77
898,20581,79
899,26827,14
900,26835,43
901,26163,89
902,3626,7
903,22683,73
904,16921,18
905,21350,14
906,16229,14
907,15972,82
908,26893,42
909,9189,14
910,5961,7
911,20136,61
912,11680,80
913,2560,74
914,3499,77
915,14281,35
916,17,82
917,19572,25
918,26951,74
919,23756,80
920,10174,80
921,3460,36
922,26734,80
923,15972,82
924,7976,18
925,9936,87
926,12749,52
927,23556,89
928,26163,89
929,9670,2
930,23337,81
931,24522,36
932,4217,24
933,22615,1
934,15415,38
935,11510,82
936,26971,14
937,11413,43
938,14734,1
939,9670,2
940,18311,49
941,15217,87
942,5784,40
943,26289,42
944,3582,14
945,23556,14
946,7844,25
947,11790,36
948,7694,4
949,22386,54
950,23869,18
951,9670,70
952,8771,6
953,11168,74
954,27243,94
955,27253,74
956,27254,87
957,27256,36
958,16657,82
959,27260,18
960,14084,47
961,23469,14
962,4805,76
963,6047,63
964,16224,5
965,8605,0
966,4075,90
967,10511,94
968,15561,14
969,6658,18
970,4459,94
971,13184,94
972,8128,35
973,20525,40
974,26252,86
975,16533,14
976,20105,65
977,20185,89
978,11336,32
979,20463,90
980,14702,80
981,3889,27
982,21350,14
983,17432,73
984,26971,14
985,27417,74
986,3582,81
987,7894,2
988,10988,58
989,15347,74
990,25120,20
991,2560,74
992,26602,14
993,18972,74
994,9695,42
995,4805,74
996,4805,74
997,15415,38
998,16399,94
999,20926,89
1000,27523,95
1001,27530,14
1002,18914,27
1003,6047,91
1004,10669,34
1005,50,40
1006,26163,88
1007,17432,8
1008,4075,80
1009,1660,5
1010,27607,34
1011,19868,24
1012,27523,95
1013,5285,23
1014,948,41
1015,25359,95
1016,10669,34
1017,25057,87
1018,5285,90
1019,25885,27
1020,27198,98
1021,25815,86
1022,11168,74
1023,27711,94
1024,5530,40
1025,6458,97
1026,15774,42
1027,17197,36
1028,27583,61
1029,6285,90
1030,4805,78
1031,50,40
1032,6458,20
1033,25472,42
1034,26744,34
1035,27799,7
1036,17748,95
1037,27391,96
1038,27811,87
1039,8309,95
1040,27822,89
1041,27822,77
1042,12142,14
1043,27829,96
1044,6285,94
1045,25359,41
1046,248,14
1047,27508,18
1048,15415,38
1049,27648,20
1050,2329,73
1051,20185,14
1052,23145,14
1053,23865,82
1054,24562,73
1055,541,67
1056,17748,95
1057,18914,82
1058,18480,76
1059,18480,64
1060,1129,73
1061,4406,41
1062,16699,93
1063,430,41
1064,28031,42
1065,13985,14
1066,1261,41
1067,17948,94
1068,4075,94
1069,23366,95
1070,4075,94
1071,16229,14
1072,28138,96
1073,28121,4
1074,26163,88
1075,2612,95
1076,19885,25
1077,27523,95
1078,10669,34
1079,25120,74
1080,18045,93
1081,15124,63
1082,1261,94
1083,28031,42
1084,19532,98
1085,4805,73
1086,20525,40
1087,27546,95
1088,26437,84
1089,8605,91
1090,22981,14
1091,12269,22
1092,9670,4
1093,9670,2
1094,18480,76
1095,1383,94
1096,28274,95
1097,28003,95
1098,25472,91
1099,1089,42
1100,18914,27
1101,28031,42
1102,5943,85
1103,11989,4
1104,15415,38
1105,28341,94
1106,25567,21
1107,28346,23
1108,17198,47
1109,17432,95
1110,9371,89
1111,25752,20
1112,25120,20
1113,5744,95
1114,24906,74
1115,28270,89
1116,8128,35
1117,11657,94
1118,17433,27
1119,28459,42
1120,9157,26
1121,26971,25
1122,8017,18
1123,28346,89
1124,25567,56
1125,12669,96
1126,2127,35
1127,28502,99
1128,28503,56
1129,28206,14
1130,15399,94
1131,3582,86
1132,27243,92
1133,20637,16
1134,977,97
1135,5285,84
1136,26218,90
1137,4802,93
1138,25472,29
1139,28660,95
1140,8393,98
1141,18045,93
1142,9489,42
1143,28346,70
1144,12219,41
1145,28777,99
1146,8393,29
1147,27822,67
1148,17433,27
1149,25472,10
1150,17432,8
1151,11442,27
1152,534,94
1153,28919,99
1154,1056,94
1155,28582,87
1156,6458,68
1157,17610,64
1158,28893,74
1159,28954,95
1160,8017,18
1161,23070,94
1162,12990,14
1163,1349,27
1164,21363,63
1165,28612,94
1166,28073,94
1167,3875,18
1168,29074,99
1169,12512,18
1170,26966,94
1171,4459,42
1172,8393,25
1173,26163,27
1174,9154,90
1175,1261,41
1176,6272,94
1177,86,29
1178,1056,18
1179,27254,87
1180,15972,96
1181,12559,22
1182,4805,90
1183,8393,42
1184,27597,95
1185,27648,64
1186,28780,76
1187,20885,63
1188,11657,73
1189,20881,95
1190,28706,99
1191,9670,23
1192,27597,60
1193,29444,76
1194,29451,85
1195,25288,94
1196,29527,92
1197,26971,25
1198,29542,97
1199,15441,41
1200,15441,90
1201,18719,18
1202,18719,18
1203,26163,27
1204,1349,27
1205,1839,14
1206,23070,94
1207,25029,74
1208,21050,74
1209,15441,18
1210,29614,93
1211,29635,96
1212,26074,94
1213,20684,95
1214,29711,41
1215,27597,87
1216,26002,81
1217,25029,74
1218,21970,41
1219,28780,73
1220,12857,36
1221,11168,74
1222,1383,94
1223,3743,91
1224,23061,82
1225,29869,4
1226,18023,7
1227,26726,14
1228,29881,98
1229,15441,41
1230,29895,2
1231,13169,74
1232,28689,74
1233,1163,94
1234,22147,74
1235,9670,98
1236,29974,18
1237,28882,95
1238,10137,18
1239,30044,96
1240,15871,0
1241,18719,90
1242,23070,93
1243,9224,66
1244,27243,92
1245,15415,38
1246,10111,31
1247,28706,99
1248,30183,83
1249,2165,95
1250,4161,94
1251,5838,89
1252,8393,89
1253,30326,48
1254,9224,52
1255,5943,85
1256,29601,96
1257,2532,95
1258,30396,96
1259,30431,94
1260,28770,96
1261,30452,95
1262,30463,47
1263,30500,91
1264,20105,65
1265,17433,27
1266,26743,91
1267,19921,74
1268,30590,18
1269,24301,43
1270,30661,86
1271,6749,98
1272,24342,34
1273,28868,95
1274,4875,95
1275,18480,24
1276,23061,82
1277,23061,82
1278,29890,99
1279,30866,41
1280,20811,81
1281,6458,97
1282,11912,97
1283,30872,5
1284,29974,18
1285,26800,91
1286,18719,73
1287,29924,27
1288,30902,95
1289,27129,4
1290,30910,96
1291,14503,48
1292,30672,93
1293,14639,20
1294,21479,68
1295,28893,74
1296,28706,99
1297,17790,90
1298,20415,7
1299,8620,7
1300,5757,64
1301,31030,93
1302,3397,42
1303,18719,73
1304,16930,20
1305,25472,29
1306,30235,93
1307,12027,54
1308,11680,80
1309,22193,56
1310,10384,2
1311,23061,82
1312,30452,95
1313,21826,24
1314,2363,42
1315,26805,14
1316,27597,64
1317,765,41
1318,18972,93
1319,30044,96
1320,22782,33
1321,5838,49
1322,19039,51
1323,29952,74
1324,31258,4
1325,11093,98
1326,31273,95
1327,16229,14
1328,29576,95
1329,17996,79
1330,26445,95
1331,6749,98
1332,28706,99
1333,12669,96
1334,28632,97
1335,5757,64
1336,31375,94
1337,24086,1
1338,31408,97
1339,30127,90
1340,20264,97
1341,31469,24
1342,18106,7
1343,31487,96
1344,4929,94
1345,25863,80
1346,13985,14
1347,24086,82
1348,31561,48
1349,31572,95
1350,24086,12
1351,22782,33
1352,30672,93
1353,31616,27
1354,4970,27
1355,31617,94
1356,30910,96
1357,7577,90
1358,29895,75
1359,90,14
1360,30590,18
1361,9224,76
1362,31799,66
1363,2073,41
1364,4875,95
1365,10725,40
1366,17432,95
1367,31799,66
1368,10172,18
1369,17433,27
1370,28224,63
1371,2165,95
1372,29451,85
1373,4875,95
1374,31987,69
1375,31258,98
1376,347,88
1377,32048,99
1378,19304,3
1379,23469,14
1380,24086,82
1381,32067,88
1382,31759,92
1383,23061,96
1384,24086,12
1385,29899,81
1386,6458,97
1387,32127,63
1388,32130,17
1389,25074,82
1390,12908,79
1391,86,85
1392,1973,97
1393,16229,14
1394,19013,94
1395,14412,41
1396,31258,81
1397,27253,64
1398,30859,86
1399,30396,96
1400,30452,95
1401,29072,97
1402,15775,0
1403,28689,90
1404,24735,92
1405,13824,95
1406,29576,78
1407,27597,95
1408,9186,80
1409,3890,94
1410,2410,18
1411,32355,74
1412,24235,87
1413,6879,95
1414,17996,78
1415,32444,27
1416,27253,64
1417,26445,95
1418,1867,14
1419,5784,40
1420,14432,52
1421,29895,75
1422,3999,62
1423,19634,18
1424,6305,41
1425,26467,24
1426,21031,34
1427,10642,94
1428,18106,74
1429,4875,95
1430,18461,29
1431,32444,25
1432,13985,42
1433,2156,70
1434,32618,99
1435,18719,73
1436,23337,0
1437,14281,35
1438,26328,18
1439,32777,99
1440,30672,93
1441,25359,95
1442,9127,35
1443,14412,41
1444,24371,82
1445,23061,82
1446,31834,91
1447,16811,94
1448,23865,82
1449,618,96
1450,7579,27
1451,8393,98
1452,11409,20
1453,26538,24
1454,8393,98
1455,7295,73
1456,30947,87
1457,2498,88
1458,19304,27
1459,32977,27
1460,31561,48
1461,29635,48
1462,8017,18
1463,33011,24
1464,33015,93
1465,18480,18
1466,27253,64
1467,24371,82
1468,8035,94
1469,8079,30
1470,32482,27
1471,14412,41
1472,5715,76
1473,18912,94
1474,30917,80
1475,5266,90
1476,24371,82
1477,32444,85
1478,32652,18
1479,12,67
1480,33177,0
1481,9718,35
1482,30229,87
1483,26267,11
1484,32779,10
1485,33215,78
1486,3596,80
1487,17996,21
1488,29974,18
1489,24562,31
1490,11680,80
1491,4845,73
1492,13612,96
1493,33320,18
1494,23770,27
1495,8393,88
1496,19634,33
1497,24371,82
1498,18653,18
1499,15415,38
1500,30091,14
1501,13612,96
1502,3599,20
1503,33476,18
1504,6775,74
1505,20920,79
1506,4217,18
1507,21058,73
1508,32779,10
1509,18707,99
1510,10384,5
1511,30917,30
1512,24811,20
1513,8393,4
1514,18719,73
1515,186,27
1516,5351,14
1517,32444,25
1518,31182,99
1519,14281,3
1520,33659,86
1521,17432,54
1522,5370,27
1523,22191,79
1524,24371,96
1525,18480,76
1526,4645,36
1527,24371,96
1528,16,14
1529,33148,87
1530,6954,5
1531,29974,20
1532,12893,83
1533,3999,62
1534,32652,64
1535,9801,27
1536,27085,82
1537,14503,2
1538,15046,91
1539,18719,73
1540,34024,88
1541,4611,31
1542,27817,34
1543,9670,98
1544,18989,94
1545,24235,8
1546,7579,25
1547,29974,24
1548,29974,24
1549,27253,64
1550,32048,99
1551,13612,96
1552,29895,2
1553,26002,81
1554,33116,27
1555,2308,14
1556,32940,81
1557,18106,79
1558,21079,81
1559,16229,14
1560,9717,84
1561,34097,63
1562,24371,82
1563,19013,74
1564,14503,2
1565,5528,85
1566,25196,32
1567,22596,24
1568,32652,18
1569,29352,42
1570,34271,31
1571,17996,21
1572,34320,90
1573,5528,85
1574,14412,41
1575,9014,27
1576,19013,83
1577,32149,74
1578,8393,4
1579,19013,51
1580,5943,89
1581,34405,92
1582,7837,40
1583,25288,51
1584,33618,43
1585,20205,82
1586,34517,95
1587,8537,90
1588,24371,96
1589,20525,40
