,vendor_id,customer_id,rating
124,17,8342.0,5.0
125,57,8342.0,5.0
126,26,1727.0,4.0
127,17,12134.0,5.0
128,24,9384.0,5.0
129,72,16582.0,5.0
130,46,11170.0,5.0
131,34,1727.0,4.0
132,27,9558.0,3.0
133,34,18669.0,4.0
134,13,13984.0,5.0
135,46,15299.0,5.0
136,30,12793.0,5.0
137,13,887.0,4.0
138,13,15385.0,5.0
139,65,668.0,4.0
140,55,18800.0,3.0
141,25,11912.0,5.0
142,8,17705.0,5.0
143,60,13048.0,1.0
144,19,6923.0,5.0
145,33,7456.0,3.0
146,64,15634.0,4.0
147,8,17705.0,5.0
148,37,18796.0,4.0
149,43,19545.0,5.0
150,27,6693.0,5.0
151,44,6085.0,5.0
152,13,12025.0,5.0
153,0,2110.0,5.0
154,69,4775.0,5.0
155,19,3529.0,5.0
156,0,1574.0,5.0
157,0,16777.0,5.0
158,17,14719.0,5.0
159,6,11977.0,5.0
160,24,6734.0,5.0
161,71,9259.0,4.0
162,6,6075.0,3.0
163,0,1574.0,5.0
164,44,7833.0,5.0
165,22,12676.0,5.0
166,6,18800.0,1.0
167,39,14381.0,4.0
168,53,18975.0,5.0
169,57,8342.0,5.0
170,31,11947.0,4.0
171,35,19.0,5.0
172,43,17874.0,4.0
173,22,8134.0,5.0
174,24,2186.0,5.0
175,75,8147.0,5.0
176,37,8709.0,5.0
177,12,18098.0,4.0
178,9,6844.0,5.0
179,22,19193.0,4.0
180,23,1866.0,5.0
181,45,1123.0,5.0
182,48,2186.0,5.0
183,65,9142.0,5.0
184,13,16085.0,5.0
185,25,11912.0,5.0
186,24,10599.0,2.0
187,21,18086.0,5.0
188,13,7404.0,5.0
189,75,19243.0,2.0
190,25,19572.0,5.0
191,22,5.0,1.0
192,48,3950.0,3.0
193,49,1342.0,2.0
194,39,3572.0,5.0
195,8,17705.0,4.0
196,27,4970.0,5.0
197,30,12759.0,3.0
198,13,3409.0,5.0
199,57,503.0,5.0
200,11,14545.0,5.0
201,39,2895.0,3.0
202,27,8768.0,3.0
203,22,4775.0,5.0
204,44,10781.0,5.0
205,24,10586.0,5.0
206,27,19372.0,5.0
207,13,2080.0,4.0
208,0,14270.0,5.0
209,54,14042.0,5.0
210,2,15309.0,1.0
211,27,15193.0,5.0
212,25,2195.0,5.0
213,44,10973.0,5.0
214,44,14730.0,3.0
215,19,5656.0,1.0
216,13,15456.0,5.0
217,5,15458.0,4.0
218,13,15463.0,5.0
219,27,8837.0,5.0
220,30,15469.0,5.0
221,19,12580.0,4.0
222,13,5913.0,4.0
223,27,8837.0,5.0
224,0,1574.0,5.0
225,23,15551.0,5.0
226,27,15553.0,5.0
227,37,11115.0,5.0
228,34,14482.0,4.0
229,2,1866.0,5.0
230,13,7031.0,4.0
231,27,15193.0,5.0
232,13,15661.0,1.0
233,21,10042.0,5.0
234,31,15359.0,5.0
235,7,15670.0,5.0
236,38,15720.0,5.0
237,17,8342.0,5.0
238,13,15671.0,5.0
239,11,530.0,5.0
240,45,15774.0,5.0
241,7,14167.0,5.0
242,17,8342.0,5.0
243,49,14750.0,5.0
244,65,15864.0,5.0
245,53,6954.0,5.0
246,53,1312.0,5.0
247,5,5.0,5.0
248,13,2975.0,4.0
249,1,9440.0,5.0
250,27,8837.0,5.0
251,63,3409.0,5.0
252,57,9956.0,5.0
253,25,8837.0,5.0
254,13,18846.0,5.0
255,22,11261.0,5.0
256,45,983.0,5.0
257,17,1692.0,5.0
258,59,14027.0,4.0
259,53,5617.0,5.0
260,41,3409.0,5.0
261,37,10521.0,5.0
262,41,16180.0,4.0
263,45,983.0,4.0
264,64,1196.0,4.0
265,17,15603.0,2.0
266,17,6849.0,4.0
267,5,5.0,5.0
268,12,4589.0,2.0
269,64,15441.0,5.0
270,57,10494.0,5.0
271,37,9807.0,4.0
272,50,15410.0,5.0
273,17,6849.0,4.0
274,0,6327.0,5.0
275,17,14510.0,5.0
276,13,2195.0,5.0
277,4,13685.0,4.0
278,27,7731.0,5.0
279,49,13710.0,5.0
280,31,2938.0,5.0
281,27,1883.0,5.0
282,41,8837.0,5.0
283,19,747.0,4.0
284,17,6849.0,4.0
285,13,8837.0,5.0
286,65,10788.0,5.0
287,45,983.0,5.0
288,23,1413.0,5.0
289,50,16460.0,5.0
290,28,15505.0,5.0
291,25,18846.0,5.0
292,17,1805.0,2.0
293,50,13118.0,1.0
294,63,11531.0,4.0
295,45,5617.0,5.0
296,9,2195.0,5.0
297,19,3518.0,5.0
298,34,13435.0,5.0
299,26,9729.0,5.0
300,9,6006.0,3.0
301,59,16634.0,5.0
302,57,4353.0,3.0
303,28,7864.0,5.0
304,45,6028.0,5.0
305,15,15309.0,1.0
306,5,11180.0,4.0
307,69,4775.0,5.0
308,28,15505.0,5.0
309,13,1982.0,5.0
310,0,16777.0,5.0
311,55,8229.0,3.0
312,53,464.0,5.0
313,17,16799.0,5.0
314,22,16798.0,5.0
315,57,9956.0,5.0
316,39,16815.0,4.0
317,27,13953.0,4.0
318,27,10151.0,4.0
319,44,8837.0,1.0
320,55,9383.0,5.0
321,25,7864.0,5.0
322,13,2195.0,5.0
323,31,15270.0,3.0
324,21,12290.0,5.0
325,13,7032.0,5.0
326,28,1633.0,5.0
327,44,13297.0,4.0
328,19,13306.0,4.0
329,57,13366.0,5.0
330,34,12131.0,4.0
331,17,9027.0,5.0
332,45,2622.0,5.0
333,45,9847.0,4.0
334,53,215.0,5.0
335,37,11435.0,5.0
336,25,12112.0,4.0
337,13,3609.0,5.0
338,13,11912.0,5.0
339,46,13168.0,3.0
340,17,882.0,5.0
341,19,3539.0,5.0
342,45,6028.0,5.0
343,25,9861.0,5.0
344,25,2633.0,5.0
345,53,215.0,5.0
346,19,10569.0,5.0
347,2,1633.0,5.0
348,6,4343.0,3.0
349,19,13894.0,5.0
350,44,13894.0,5.0
351,45,3409.0,5.0
352,13,13924.0,5.0
353,45,3409.0,5.0
354,13,2195.0,5.0
355,17,2414.0,5.0
356,13,12444.0,5.0
357,39,12416.0,5.0
358,25,3227.0,5.0
359,26,1022.0,5.0
360,53,215.0,5.0
361,59,4261.0,2.0
362,48,13988.0,4.0
363,23,14095.0,4.0
364,13,10723.0,5.0
365,19,14188.0,4.0
366,26,7864.0,5.0
367,13,2171.0,4.0
368,27,12569.0,5.0
369,0,1388.0,5.0
370,13,7044.0,5.0
371,29,14341.0,5.0
372,13,12024.0,5.0
373,62,2352.0,5.0
374,13,9558.0,3.0
375,23,1413.0,5.0
376,5,5.0,5.0
377,17,14510.0,5.0
378,32,14613.0,4.0
379,27,5667.0,5.0
380,4,7044.0,5.0
381,37,14637.0,5.0
382,27,6028.0,5.0
383,17,6849.0,4.0
384,19,10812.0,5.0
385,44,13894.0,5.0
386,17,14702.0,5.0
387,48,9432.0,5.0
388,19,7647.0,2.0
389,44,8309.0,5.0
390,50,14682.0,1.0
391,24,5734.0,5.0
392,6,8733.0,5.0
393,13,1755.0,5.0
394,30,14790.0,1.0
395,46,14799.0,5.0
396,23,1879.0,5.0
397,34,8839.0,5.0
398,2,237.0,5.0
399,4,9825.0,3.0
400,37,8709.0,5.0
401,17,315.0,4.0
402,17,3999.0,5.0
403,27,13242.0,5.0
404,13,14909.0,5.0
405,17,8986.0,1.0
406,45,14741.0,5.0
407,6,5046.0,5.0
408,23,1278.0,5.0
409,55,4634.0,5.0
410,39,7216.0,1.0
411,27,10795.0,5.0
412,45,1909.0,4.0
413,26,12490.0,5.0
414,45,1883.0,5.0
415,37,14654.0,4.0
416,17,14510.0,5.0
417,17,14144.0,5.0
418,26,14280.0,5.0
419,46,10365.0,4.0
420,13,13333.0,4.0
421,43,6158.0,5.0
422,25,825.0,3.0
423,58,14638.0,5.0
424,19,8707.0,3.0
425,37,13406.0,1.0
426,2,1312.0,5.0
427,75,20481.0,5.0
428,26,16710.0,5.0
429,43,5784.0,5.0
430,0,8329.0,5.0
431,45,20448.0,3.0
432,73,20416.0,5.0
433,75,7863.0,4.0
434,62,15804.0,4.0
435,11,19572.0,5.0
436,58,12067.0,1.0
437,6,11196.0,5.0
438,19,3919.0,5.0
439,13,19572.0,5.0
440,19,3546.0,5.0
441,75,20548.0,5.0
442,22,9984.0,5.0
443,23,17862.0,5.0
444,13,2488.0,5.0
445,62,230.0,5.0
446,4,20656.0,4.0
447,75,18423.0,5.0
448,35,20313.0,5.0
449,27,293.0,4.0
450,27,9558.0,3.0
451,17,3999.0,5.0
452,30,20814.0,2.0
453,17,20833.0,5.0
454,17,8573.0,5.0
455,26,9421.0,5.0
456,30,20905.0,5.0
457,1,20530.0,4.0
458,2,635.0,1.0
459,33,948.0,5.0
460,46,13406.0,5.0
461,34,1879.0,5.0
462,57,19201.0,5.0
463,43,20525.0,5.0
464,33,948.0,5.0
465,13,12832.0,4.0
466,13,15703.0,5.0
467,31,5861.0,5.0
468,45,9826.0,4.0
469,44,18798.0,5.0
470,75,4249.0,5.0
471,27,13844.0,5.0
472,17,1987.0,4.0
473,53,11478.0,5.0
474,33,11196.0,5.0
475,27,1223.0,4.0
476,13,9558.0,3.0
477,53,14432.0,5.0
478,27,12832.0,5.0
479,50,19461.0,5.0
480,75,2531.0,3.0
481,46,19461.0,3.0
482,71,5001.0,5.0
483,75,20918.0,2.0
484,33,12523.0,5.0
485,73,20295.0,5.0
486,69,6080.0,5.0
487,75,8733.0,5.0
488,27,8837.0,5.0
489,34,10669.0,2.0
490,27,11200.0,5.0
491,17,8537.0,5.0
492,34,10042.0,5.0
493,55,5293.0,5.0
494,27,186.0,5.0
495,33,13521.0,5.0
496,27,11200.0,5.0
497,27,9558.0,3.0
498,19,3648.0,5.0
499,27,4030.0,5.0
500,9,12504.0,5.0
501,13,15385.0,5.0
502,46,14158.0,5.0
503,26,7044.0,5.0
504,17,1663.0,4.0
505,43,1107.0,5.0
506,75,23422.0,5.0
507,19,20910.0,5.0
508,2,17277.0,4.0
509,27,9558.0,3.0
510,50,11417.0,5.0
511,27,13087.0,5.0
512,3,19304.0,5.0
513,37,16460.0,5.0
514,13,12470.0,4.0
515,19,21082.0,4.0
516,6,20035.0,5.0
517,13,5402.0,5.0
518,45,21533.0,5.0
519,71,4465.0,5.0
520,24,3518.0,5.0
521,13,18969.0,5.0
522,3,186.0,5.0
523,53,1660.0,5.0
524,15,1952.0,5.0
525,71,186.0,5.0
526,75,4353.0,5.0
527,23,20228.0,4.0
528,12,15774.0,5.0
529,24,18958.0,5.0
530,42,21634.0,5.0
531,27,9015.0,5.0
532,82,20812.0,4.0
533,23,4267.0,5.0
534,7,21451.0,4.0
535,30,21682.0,3.0
536,34,21178.0,5.0
537,24,21082.0,4.0
538,8,18480.0,5.0
539,20,20352.0,5.0
540,18,5657.0,5.0
541,14,5767.0,1.0
542,35,5671.0,5.0
543,34,18609.0,1.0
544,83,4465.0,5.0
545,68,186.0,5.0
546,23,13108.0,5.0
547,14,2162.0,5.0
548,7,21722.0,5.0
549,70,5913.0,5.0
550,2,1312.0,5.0
551,24,11196.0,5.0
552,30,3273.0,5.0
553,34,18616.0,5.0
554,38,592.0,5.0
555,83,5657.0,1.0
556,25,8006.0,5.0
557,18,13501.0,3.0
558,41,712.0,3.0
559,74,5381.0,5.0
560,30,4249.0,5.0
561,82,1734.0,5.0
562,5,1051.0,5.0
563,14,19702.0,5.0
564,42,18616.0,5.0
565,3,7896.0,5.0
566,72,8235.0,4.0
567,0,1388.0,5.0
568,32,3958.0,5.0
569,20,12793.0,5.0
570,77,5257.0,5.0
571,74,10146.0,4.0
572,34,23435.0,5.0
573,33,21761.0,5.0
574,18,5040.0,5.0
575,79,1618.0,5.0
576,24,3694.0,5.0
577,4,21265.0,1.0
578,14,1902.0,5.0
579,54,19767.0,5.0
580,74,895.0,5.0
581,82,16460.0,5.0
582,48,14319.0,5.0
583,74,10083.0,5.0
584,74,10522.0,3.0
585,4,10871.0,5.0
586,18,2732.0,5.0
587,48,18491.0,5.0
588,59,21849.0,5.0
589,20,21852.0,5.0
590,20,13348.0,5.0
591,74,21214.0,5.0
592,34,12960.0,5.0
593,54,2559.0,5.0
594,18,8009.0,2.0
595,27,5371.0,5.0
596,34,7213.0,5.0
597,18,4859.0,4.0
598,20,21893.0,5.0
599,20,21082.0,4.0
600,48,16416.0,4.0
601,22,12559.0,5.0
602,7,20824.0,5.0
603,18,9068.0,4.0
604,82,16460.0,5.0
605,83,17343.0,1.0
606,74,21983.0,5.0
607,27,9558.0,3.0
608,20,23325.0,5.0
609,25,4267.0,5.0
610,14,4124.0,5.0
611,18,5644.0,5.0
612,47,20213.0,5.0
613,68,4549.0,3.0
614,74,21962.0,5.0
615,27,7079.0,5.0
616,27,12897.0,5.0
617,72,21961.0,4.0
618,14,5758.0,5.0
619,27,13666.0,5.0
620,27,2313.0,1.0
621,24,18962.0,5.0
622,68,20304.0,5.0
623,74,22106.0,4.0
624,5,504.0,5.0
625,43,11413.0,5.0
626,43,15352.0,1.0
627,20,58.0,5.0
628,27,12080.0,5.0
629,20,23295.0,3.0
630,25,4267.0,5.0
631,79,22143.0,5.0
632,14,6331.0,5.0
633,34,22151.0,4.0
634,76,17886.0,5.0
635,14,4796.0,5.0
636,6,6080.0,5.0
637,74,22147.0,5.0
638,83,17992.0,3.0
639,20,7590.0,3.0
640,27,18767.0,4.0
641,79,21585.0,5.0
642,24,10914.0,5.0
643,83,10613.0,5.0
644,68,20304.0,5.0
645,24,3863.0,4.0
646,20,6612.0,5.0
647,24,11026.0,5.0
648,68,9535.0,5.0
649,5,15628.0,4.0
650,43,11167.0,5.0
651,24,22201.0,2.0
652,74,14711.0,3.0
653,0,20895.0,5.0
654,25,3409.0,5.0
655,20,5691.0,5.0
656,8,13524.0,5.0
657,22,4775.0,5.0
658,16,1952.0,5.0
659,68,4855.0,4.0
660,24,5381.0,5.0
661,35,6080.0,5.0
662,24,19682.0,1.0
663,83,10613.0,5.0
664,35,5671.0,5.0
665,54,5969.0,5.0
666,34,20665.0,5.0
667,56,6458.0,5.0
668,14,16677.0,5.0
669,69,20129.0,5.0
670,24,17639.0,4.0
671,36,7468.0,5.0
672,18,22314.0,5.0
673,3,21451.0,5.0
674,26,8423.0,4.0
675,79,9940.0,1.0
676,59,3376.0,5.0
677,24,22323.0,5.0
678,63,6158.0,5.0
679,71,22325.0,5.0
680,82,11413.0,5.0
681,26,1743.0,5.0
682,18,4458.0,3.0
683,22,9984.0,5.0
684,56,22340.0,5.0
685,5,9348.0,5.0
686,83,4465.0,5.0
687,43,22351.0,5.0
688,56,14604.0,3.0
689,34,21619.0,5.0
690,20,7178.0,5.0
691,27,9558.0,2.0
692,14,2148.0,5.0
693,22,8134.0,5.0
694,20,3843.0,5.0
695,20,22384.0,5.0
696,40,1223.0,1.0
697,24,4349.0,5.0
698,25,14293.0,3.0
699,14,9563.0,5.0
700,56,12840.0,5.0
701,35,8525.0,5.0
702,66,1205.0,5.0
703,54,21891.0,4.0
704,2,1312.0,5.0
705,27,2321.0,5.0
706,20,18067.0,1.0
707,48,22410.0,5.0
708,48,19219.0,1.0
709,20,6372.0,3.0
710,82,18888.0,5.0
711,27,18767.0,5.0
712,74,22444.0,4.0
713,8,19139.0,3.0
714,79,10831.0,5.0
715,4,20478.0,4.0
716,7,21698.0,5.0
717,79,6959.0,4.0
718,24,10613.0,5.0
719,56,4249.0,5.0
720,14,9557.0,5.0
721,14,12631.0,5.0
722,14,22364.0,5.0
723,42,18591.0,5.0
724,27,513.0,5.0
725,27,4792.0,5.0
726,78,10792.0,4.0
727,3,17041.0,5.0
728,0,6243.0,5.0
729,78,11379.0,5.0
730,25,14765.0,5.0
731,25,2378.0,2.0
732,4,21685.0,5.0
733,20,971.0,5.0
734,52,4307.0,5.0
735,79,22532.0,3.0
736,31,20042.0,5.0
737,0,20662.0,4.0
738,20,10100.0,5.0
739,27,13716.0,5.0
740,7,18663.0,5.0
741,79,6991.0,5.0
742,24,9020.0,4.0
743,71,5344.0,5.0
744,14,8006.0,5.0
745,18,4249.0,5.0
746,24,6746.0,5.0
747,24,18653.0,5.0
748,24,3611.0,5.0
749,56,17790.0,5.0
750,24,12992.0,5.0
751,82,10683.0,5.0
752,24,19366.0,5.0
753,24,12693.0,5.0
754,54,4465.0,5.0
755,42,8576.0,5.0
756,41,3368.0,5.0
757,41,19731.0,5.0
758,27,14612.0,5.0
759,79,22143.0,5.0
760,74,3521.0,5.0
761,72,12.0,5.0
762,40,299.0,5.0
763,7,15727.0,5.0
764,14,14765.0,5.0
765,24,22079.0,5.0
766,6,20856.0,4.0
767,35,3882.0,5.0
768,6,20543.0,1.0
769,4,10941.0,4.0
770,20,5401.0,5.0
771,7,8304.0,5.0
772,27,17913.0,5.0
773,65,7014.0,5.0
774,47,22629.0,5.0
775,6,1148.0,5.0
776,47,3790.0,5.0
777,31,15754.0,4.0
778,56,13251.0,5.0
779,25,13023.0,5.0
780,20,5187.0,1.0
781,68,21089.0,4.0
782,20,21030.0,3.0
783,21,22398.0,3.0
784,56,9936.0,5.0
785,30,16477.0,1.0
786,6,22678.0,5.0
787,72,1088.0,4.0
788,34,9994.0,5.0
789,6,17222.0,5.0
790,24,22386.0,5.0
791,0,15772.0,5.0
792,6,1792.0,5.0
793,22,12.0,5.0
794,14,22012.0,3.0
795,70,1005.0,5.0
796,27,5882.0,5.0
797,39,11379.0,5.0
798,4,17602.0,5.0
799,23,20557.0,4.0
800,74,21736.0,5.0
801,41,22717.0,5.0
802,74,21419.0,5.0
803,7,2017.0,4.0
804,21,5460.0,5.0
805,4,22724.0,4.0
806,20,14916.0,3.0
807,35,5392.0,5.0
808,26,558.0,3.0
809,30,21554.0,1.0
810,4,10941.0,4.0
811,78,9024.0,5.0
812,6,19567.0,5.0
813,30,4483.0,1.0
814,24,6112.0,5.0
815,34,21273.0,1.0
816,59,12158.0,5.0
817,56,18149.0,5.0
818,36,22753.0,3.0
819,24,7991.0,5.0
820,36,19443.0,4.0
821,45,5291.0,2.0
822,33,2285.0,1.0
823,74,4465.0,5.0
824,38,15774.0,5.0
825,14,1837.0,5.0
826,27,14289.0,4.0
827,4,3557.0,5.0
828,25,4868.0,5.0
829,27,14230.0,5.0
830,36,7669.0,5.0
831,24,10914.0,5.0
832,25,6617.0,4.0
833,18,5657.0,5.0
834,24,20324.0,3.0
835,20,22596.0,3.0
836,11,3882.0,5.0
837,20,22633.0,1.0
838,18,5539.0,4.0
839,24,4960.0,3.0
840,18,11412.0,5.0
841,27,22825.0,5.0
842,82,17703.0,5.0
843,82,7498.0,4.0
844,27,9558.0,2.0
845,68,21982.0,5.0
846,5,22816.0,5.0
847,47,7531.0,5.0
848,26,8423.0,4.0
849,68,12787.0,5.0
850,18,18988.0,5.0
851,21,6513.0,1.0
852,35,7575.0,5.0
853,24,16813.0,5.0
854,56,10524.0,4.0
855,54,5663.0,5.0
856,68,9257.0,5.0
857,24,6010.0,5.0
858,18,2266.0,5.0
859,79,17748.0,5.0
860,78,18444.0,5.0
861,7,5084.0,5.0
862,42,8188.0,5.0
863,20,21608.0,5.0
864,29,12719.0,4.0
865,66,5955.0,5.0
866,6,8605.0,4.0
867,78,17822.0,5.0
868,20,11377.0,5.0
869,27,11537.0,5.0
870,27,8920.0,5.0
871,27,8920.0,5.0
872,5,9598.0,5.0
873,4,11931.0,5.0
874,14,18851.0,4.0
875,14,10545.0,5.0
876,74,10613.0,5.0
877,6,19567.0,5.0
878,34,2953.0,5.0
879,27,18800.0,5.0
880,14,8006.0,5.0
881,47,20181.0,5.0
882,27,21127.0,5.0
883,27,6844.0,5.0
884,82,21819.0,5.0
885,74,4576.0,5.0
886,85,20772.0,4.0
887,24,20668.0,5.0
888,20,9006.0,4.0
889,65,7560.0,4.0
890,84,1413.0,5.0
891,25,13995.0,5.0
892,85,1303.0,5.0
893,18,3619.0,3.0
894,82,13603.0,5.0
895,71,868.0,5.0
896,14,14648.0,5.0
897,84,2474.0,4.0
898,82,22896.0,5.0
899,79,2143.0,5.0
900,18,2398.0,5.0
901,83,10031.0,5.0
902,20,22120.0,5.0
903,85,12545.0,5.0
904,16,9698.0,5.0
905,76,9379.0,5.0
906,40,50.0,5.0
907,21,14439.0,4.0
908,84,8727.0,5.0
909,27,784.0,5.0
910,10,22949.0,5.0
911,8,7638.0,4.0
912,3,343.0,5.0
913,14,1945.0,5.0
914,14,22961.0,5.0
915,22,12559.0,5.0
916,26,15267.0,5.0
917,20,3724.0,5.0
918,20,1956.0,5.0
919,22,1615.0,4.0
920,23,6870.0,3.0
921,45,6156.0,3.0
922,5,3747.0,3.0
923,14,19208.0,5.0
924,7,3019.0,5.0
925,14,8216.0,5.0
926,20,5172.0,4.0
927,22,10083.0,5.0
928,40,1011.0,4.0
929,7,9956.0,5.0
930,33,9572.0,4.0
931,20,14864.0,2.0
932,14,5445.0,5.0
933,34,9494.0,5.0
934,20,23008.0,5.0
935,24,23013.0,5.0
936,42,18846.0,4.0
937,20,2421.0,5.0
938,28,10050.0,5.0
939,82,11658.0,5.0
940,18,12134.0,5.0
941,34,9665.0,5.0
942,14,22953.0,5.0
943,14,5069.0,5.0
944,74,23045.0,5.0
945,79,21527.0,5.0
946,5,32.0,4.0
947,41,23055.0,5.0
948,74,21021.0,5.0
949,30,12614.0,1.0
950,48,23064.0,5.0
951,33,19660.0,4.0
952,14,5070.0,5.0
953,74,23422.0,5.0
954,49,10691.0,5.0
955,56,20990.0,5.0
956,54,15201.0,5.0
957,52,22604.0,5.0
958,23,23432.0,3.0
959,14,2113.0,5.0
960,76,18766.0,5.0
961,32,20764.0,4.0
962,58,22781.0,5.0
963,14,862.0,4.0
964,5,9442.0,5.0
965,27,2621.0,5.0
966,27,11817.0,5.0
967,24,4465.0,5.0
968,74,6073.0,4.0
969,14,1945.0,5.0
970,47,14084.0,5.0
971,24,7405.0,5.0
972,40,15292.0,5.0
973,5,2392.0,5.0
974,18,2566.0,5.0
975,4,10941.0,3.0
976,5,2251.0,5.0
977,14,23132.0,5.0
978,48,5619.0,5.0
979,24,10430.0,5.0
980,47,17418.0,5.0
981,4,4121.0,5.0
982,12,19572.0,5.0
983,67,15656.0,5.0
984,20,18653.0,5.0
985,67,909.0,5.0
986,54,7441.0,5.0
987,41,5696.0,5.0
988,33,22199.0,5.0
989,7,7483.0,4.0
990,22,279.0,5.0
991,4,1794.0,3.0
992,79,10093.0,3.0
993,14,11810.0,5.0
994,27,3599.0,5.0
995,74,23117.0,5.0
996,20,23164.0,4.0
997,7,23163.0,5.0
998,18,802.0,5.0
999,74,19025.0,5.0
1000,27,9148.0,5.0
1001,24,19122.0,5.0
1002,24,23179.0,5.0
1003,5,23182.0,5.0
1004,27,18767.0,5.0
1005,48,16704.0,5.0
1006,24,19106.0,5.0
1007,52,23033.0,5.0
1008,20,5665.0,5.0
1009,41,4304.0,4.0
1010,25,9614.0,5.0
1011,72,8474.0,5.0
1012,64,18508.0,5.0
1013,18,23107.0,5.0
1014,79,6767.0,4.0
1015,79,2769.0,3.0
1016,8,23191.0,5.0
1017,11,1205.0,5.0
1018,26,1038.0,5.0
1019,77,4121.0,5.0
1020,56,8342.0,5.0
1021,85,3344.0,5.0
1022,76,4210.0,2.0
1023,63,15305.0,5.0
1024,68,2731.0,5.0
1025,7,2614.0,5.0
1026,24,10524.0,5.0
1027,8,7021.0,5.0
1028,4,18846.0,4.0
1029,4,2913.0,4.0
1030,24,2673.0,3.0
1031,7,10259.0,5.0
1032,3,5753.0,4.0
1033,25,22662.0,3.0
1034,20,6295.0,5.0
1035,1,2379.0,5.0
1036,1,526.0,4.0
1037,42,17620.0,5.0
1038,18,22715.0,5.0
1039,0,23228.0,5.0
1040,27,9558.0,2.0
1041,24,15173.0,4.0
1042,40,6406.0,5.0
1043,27,20963.0,5.0
1044,17,13877.0,3.0
1045,27,23235.0,5.0
1046,27,10326.0,5.0
1047,83,19346.0,4.0
1048,32,2721.0,5.0
1049,27,11617.0,5.0
1050,27,18486.0,5.0
1051,27,23471.0,5.0
1052,78,23075.0,5.0
1053,14,22882.0,5.0
1054,27,18119.0,5.0
1055,84,23241.0,5.0
1056,20,17432.0,5.0
1057,11,12611.0,5.0
1058,24,21048.0,5.0
1059,24,23008.0,5.0
1060,74,16541.0,5.0
1061,79,4270.0,5.0
1062,24,6023.0,5.0
1063,33,18051.0,5.0
1064,48,2696.0,5.0
1065,27,2336.0,5.0
1066,3,2543.0,5.0
1067,54,22747.0,5.0
1068,20,18154.0,4.0
1069,24,22491.0,5.0
1070,82,10521.0,5.0
1071,24,11379.0,5.0
1072,14,4039.0,4.0
